filename,nwords,negative_adjectives_component,social_order_component,action_component,positive_adjectives_component,joy_component,affect_friends_and_family_component,fear_and_digust_component,politeness_component,polarity_nouns_component,polarity_verbs_component,virtue_adverbs_component,positive_nouns_component,respect_component,trust_verbs_component,failure_component,well_being_component,economy_component,certainty_component,positive_verbs_component,objects_component
2021-02-14_17_30_38.txt, 19, 0.0,0.043684210526315784,0.0,-0.545,0.0,0.1485340350877193,0.0,0.0,0.0,0.617834,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-02-15_15_11_10.txt, 251, -0.1849767362659746,0.499411874705587,0.43807101200619936,0.2054689638251641,2.1041766545630596,0.5354950931457775,0.1638836866216321,0.06202490039840637,1.0315869258312018,0.7557710588235294,0.0,0.8654501992031872,0.05436981079083202,0.4435855497182015,0.01901040910191237,0.23723201057661938,0.0047078189300411525,0.09379060229669557,-0.872,0.11499393087873946
2021-07-15_12_00_34.txt, 318, -0.9323373311136587,0.4117549937587872,0.6211110999298497,0.31920487425745175,0.6966789902912621,0.22622866230814542,0.16340468126740423,0.09809387914802045,0.19989723662577732,0.10376838888888892,0.5158042849631966,0.21879559748427677,0.08505601262494425,0.28996296705183,0.07226425399692503,0.08533115692172255,0.16092334720295884,0.12469801677548725,0.011685534591194976,0.12262270514644066
2022-05-13_17_19_09.txt, 49, -0.8596828,0.4619948979591836,0.5356760204081632,0.0860535714285714,0.019122448979591835,0.21556278511404559,0.0,0.14017286914765906,1.136482431372549,0.54031,0.0,0.0,0.017653061224489796,0.22118877551020408,0.0,0.031714285714285716,0.4515204081632653,0.13559183673469385,0.9164081632653062,0.39974669867947177
2022-05-14_01_53_19.txt, 130, -0.5266227345543346,0.12745042735042733,0.20631420670832434,0.0463044322344322,0.23654920634920634,0.14926107004107003,0.07422190476190477,0.018284615384615385,0.1730657987012987,0.2040056,0.3846666666666666,0.17826923076923076,0.031635079365079366,0.31503943833943837,0.0,0.10016923076923077,0.26023968253968255,0.10649519813519813,0.0,0.03547087912087912
2022-05-19_19_58_19.txt, 142, -0.5603005242739705,0.1240481390760019,0.20884491432825425,-0.003796520347380705,0.21513306982872202,0.15270459847408208,0.06824075579032912,0.016739436619718308,0.16902594922847705,0.2040056,0.3846666666666666,0.17748591549295775,0.02928786057806953,0.3139034837041573,0.0,0.09270088242379687,0.23659947299077733,0.09769669755439708,0.0,0.03683543847399717
2022-05-26_10_12_43.txt, 130, -0.5266227345543346,0.12745042735042733,0.20631420670832434,0.0463044322344322,0.23654920634920634,0.14926107004107003,0.07422190476190477,0.018284615384615385,0.1730657987012987,0.2040056,0.3846666666666666,0.17826923076923076,0.031635079365079366,0.31503943833943837,0.0,0.10016923076923077,0.26023968253968255,0.10649519813519813,0.0,0.03547087912087912
2022-05-26_10_14_59.txt, 130, -0.5266227345543346,0.12745042735042733,0.20631420670832434,0.0463044322344322,0.23654920634920634,0.14926107004107003,0.07422190476190477,0.018284615384615385,0.1730657987012987,0.2040056,0.3846666666666666,0.17826923076923076,0.031635079365079366,0.31503943833943837,0.0,0.10016923076923077,0.26023968253968255,0.10649519813519813,0.0,0.03547087912087912
2022-05-26_10_15_36.txt, 130, -0.5266227345543346,0.12745042735042733,0.20631420670832434,0.0463044322344322,0.23654920634920634,0.14926107004107003,0.07422190476190477,0.018284615384615385,0.1730657987012987,0.2040056,0.3846666666666666,0.17826923076923076,0.031635079365079366,0.31503943833943837,0.0,0.10016923076923077,0.26023968253968255,0.10649519813519813,0.0,0.03547087912087912
2022-05-26_10_17_05.txt, 130, -0.5266227345543346,0.12745042735042733,0.20631420670832434,0.0463044322344322,0.23654920634920634,0.14926107004107003,0.07422190476190477,0.018284615384615385,0.1730657987012987,0.2040056,0.3846666666666666,0.17826923076923076,0.031635079365079366,0.31503943833943837,0.0,0.10016923076923077,0.26023968253968255,0.10649519813519813,0.0,0.03547087912087912
