,timestamp_diff,positive,negative
0,0,-0.06055555555555556,0.0
1,0,0.34447867656394116,-0.0006942135141434028
2,5,0.25784592192598876,-0.2322227986164432
3,15,0.1591459083633453,-0.2865609333333333
4,15,0.14565754443087772,-0.15080027659747663
5,15,0.1362356438851897,-0.16401992282788047
6,15,0.14565754443087772,-0.15080027659747663
7,15,0.14565754443087772,-0.15080027659747663
8,15,0.14565754443087772,-0.15080027659747663
9,15,0.14565754443087772,-0.15080027659747663
10,15,0.14565754443087772,-0.15080027659747663
11,15,0.14565754443087772,-0.15080027659747663
12,15,0.14565754443087772,-0.15080027659747663
13,15,0.14565754443087772,-0.15080027659747663
14,15,0.14565754443087772,-0.15080027659747663
15,15,0.14565754443087772,-0.15080027659747663
16,15,0.14565754443087772,-0.15080027659747663
17,15,0.14565754443087772,-0.15080027659747663
18,15,0.14565754443087772,-0.15080027659747663
19,15,0.14565754443087772,-0.15080027659747663
20,15,0.14565754443087772,-0.15080027659747663
21,15,0.14565754443087772,-0.15080027659747663
22,15,0.14565754443087772,-0.15080027659747663
23,15,0.14565754443087772,-0.15080027659747663
24,15,0.14565754443087772,-0.15080027659747663
25,15,0.14565754443087772,-0.15080027659747663
26,15,0.14565754443087772,-0.15080027659747663
27,15,0.14565754443087772,-0.15080027659747663
28,15,0.14565754443087772,-0.15080027659747663
29,15,0.14565754443087772,-0.15080027659747663
30,15,0.14565754443087772,-0.15080027659747663
31,15,0.14565754443087772,-0.15080027659747663
32,15,0.14565754443087772,-0.15080027659747663
33,15,0.14565754443087772,-0.15080027659747663
34,15,0.14565754443087772,-0.15080027659747663
35,15,0.14565754443087772,-0.15080027659747663
36,15,0.14565754443087772,-0.15080027659747663
37,15,0.14565754443087772,-0.15080027659747663
38,15,0.14565754443087772,-0.15080027659747663
39,15,0.14565754443087772,-0.15080027659747663
40,15,0.14565754443087772,-0.15080027659747663
41,15,0.14565754443087772,-0.15080027659747663
42,15,0.14565754443087772,-0.15080027659747663
43,15,0.14565754443087772,-0.15080027659747663
44,15,0.14565754443087772,-0.15080027659747663
45,15,0.14565754443087772,-0.15080027659747663
46,15,0.14565754443087772,-0.15080027659747663
47,15,0.14565754443087772,-0.15080027659747663
48,15,0.14565754443087772,-0.15080027659747663
49,15,0.14565754443087772,-0.15080027659747663
50,15,0.14565754443087772,-0.15080027659747663
51,15,0.14565754443087772,-0.15080027659747663
52,15,0.14565754443087772,-0.15080027659747663
53,15,0.14565754443087772,-0.15080027659747663
54,15,0.14565754443087772,-0.15080027659747663
55,15,0.14565754443087772,-0.15080027659747663
56,15,0.14565754443087772,-0.15080027659747663
57,15,0.14565754443087772,-0.15080027659747663
58,15,0.14565754443087772,-0.15080027659747663
59,15,0.14565754443087772,-0.15080027659747663
60,15,0.14565754443087772,-0.15080027659747663
61,15,0.14565754443087772,-0.15080027659747663
62,15,0.14565754443087772,-0.15080027659747663
63,15,0.14565754443087772,-0.15080027659747663
64,15,0.14565754443087772,-0.15080027659747663
65,15,0.14565754443087772,-0.15080027659747663
66,15,0.14565754443087772,-0.15080027659747663
67,15,0.14565754443087772,-0.15080027659747663
68,15,0.14565754443087772,-0.15080027659747663
69,15,0.14565754443087772,-0.15080027659747663
70,15,0.14565754443087772,-0.15080027659747663
71,15,0.14565754443087772,-0.15080027659747663
72,15,0.14565754443087772,-0.15080027659747663
73,15,0.14565754443087772,-0.15080027659747663
74,15,0.14565754443087772,-0.15080027659747663
75,15,0.14565754443087772,-0.15080027659747663
76,15,0.14565754443087772,-0.15080027659747663
77,15,0.14565754443087772,-0.15080027659747663
78,15,0.14565754443087772,-0.15080027659747663
79,15,0.14565754443087772,-0.15080027659747663
80,15,0.14565754443087772,-0.15080027659747663
81,15,0.14565754443087772,-0.15080027659747663
82,15,0.14565754443087772,-0.15080027659747663
83,15,0.14565754443087772,-0.15080027659747663
84,15,0.14565754443087772,-0.15080027659747663
85,15,0.13941692579496065,-0.1631090930064417
86,15,0.14565754443087772,-0.15080027659747663
87,16,0.14565754443087772,-0.15080027659747663
88,16,0.14565754443087772,-0.15080027659747663
89,16,0.14565754443087772,-0.15080027659747663
90,16,0.14565754443087772,-0.15080027659747663
91,16,0.14565754443087772,-0.15080027659747663
92,16,0.14565754443087772,-0.15080027659747663
93,17,0.15139147377893536,-0.15428220592148326
94,17,0.15139147377893536,-0.15428220592148326
