,timestamp_diff,timestamp,positive,negative
79,65,2025-07-30 11:32:49,0.05651208074590681,-0.03567478193009497
80,65,2025-08-04 14:49:36,0.4404051317624845,0.003013389994508129
81,65,2025-08-05 14:09:05,0.07718567534419428,-0.0871019576248313
82,65,2025-08-08 13:12:08,-0.0005059857837635792,-0.07906908034188034
83,66,2025-08-20 13:48:01,-0.01522764745283747,0.6119886821950137
84,66,2025-08-22 21:15:17,0.14079416414317877,0.02551923368273933
85,66,2025-09-05 00:30:15,0.1400749588477366,0.02485726419753086
86,66,2025-09-08 13:40:22,0.4719487136066548,-0.2336471098039216
87,66,2025-09-09 13:24:47,0.08206267272079772,0.19956369273504268
88,67,2025-09-10 15:29:20,-0.019250018587815217,0.013960617624183701
89,67,2025-09-15 14:24:12,0.3101840490444346,-0.08795254446958774
